animalId,animalName,location,age,ageStatus,microchipId,species,breed1,breed2,sex,color1,color2,size,sterilized,vaccinated,houseTrained,registrationDate,shelterTenure,specialNeeds,goodWithDogs,goodWithCats,goodWithOther,goodWithChildren,fosterStatus
31452,Black Toy Poodle,home,12,young,KfxOQl50T84WtxR,dog,Poodle,None,male,black,None,small,no,yes,yes,2019-03-06,56,no,yes,no,yes,yes,Adopted
31453,Mia,home,6,baby,c4BXQvLvTVR6x7v,dog,Mixed Breed,None,female,golden,None,medium,yes,yes,yes,2019-02-05,85,no,no,no,yes,yes,Adopted
31454,Sweetie,shelter,76,senior,lflTgnORgylK03J,dog,Jack Russell Terrier,None,female,brown,white,small,yes,yes,no,2019-01-18,103,no,no,no,yes,no,Pending
31455,Lab Mix Puppy 2,home,2,baby,O4pNjHhY5sfssUR,dog,Mixed Breed,Labrador Retriever,female,brown,None,medium,no,yes,yes,2019-04-30,1,no,no,yes,yes,no,Adopted
31456,Angel,home,12,young,QoQ0VmY6BQ6BTLU,cat,Oriental Short Hair,None,female,gray,white,large,yes,yes,yes,2019-02-24,66,no,yes,no,yes,yes,Adopted
31457,Chi,home,8,young,ABXIS5tQvwctXhF,cat,Domestic Short Hair,None,female,black,white,medium,no,yes,no,2019-01-29,92,no,no,no,yes,yes,Adopted
31458,Brownie,shelter,1,baby,l58bBNsjCTGm7K9,dog,Mixed Breed,None,female,brown,cream,medium,no,no,yes,2019-03-14,48,no,yes,yes,yes,yes,Available to foster
31459,Roxy.,home,24,young,iQohuGfqyeaRR8G,dog,Mixed Breed,Chihuahua,male,cream,None,medium,no,no,yes,2019-04-15,16,no,yes,no,yes,yes,Adopted
31460,Prince,shelter,24,young,qcVJNEreOth0AW4,dog,Shih Tzu,None,male,brown,cream,small,no,yes,yes,2019-04-24,7,no,yes,no,yes,no,Available to foster
31461,Legend,shelter,24,young,1kJVD3mBGPKDDW1,dog,Mixed Breed,None,male,black,cream,small,no,no,yes,2019-03-08,54,no,no,yes,yes,no,Available to foster
31462,Twenitu,shelter,2,baby,86ZAg4JjdvClqYu,cat,Domestic Short Hair,None,male,gray,white,medium,no,yes,yes,2019-02-02,88,no,yes,no,yes,yes,Pending
31463,~comot~,home,3,baby,f4lcIsraeCoFDUW,cat,Domestic Medium Hair,Domestic Medium Hair,male,yellow,None,small,no,no,no,2019-02-21,69,no,no,no,yes,no,Adopted
31464,Pony: Huge GSD,foster home,120,senior,lxRruusAagb3Ys8,dog,German Shepherd Dog,None,male,black,brown,extra large,no,no,yes,2019-04-20,11,no,yes,yes,yes,yes,Not available to foster
31465,Tinkerbelle,shelter,1,baby,8X6ukclcYx6FXho,dog,Mixed Breed,None,female,cream,None,medium,no,no,yes,2019-03-26,36,no,no,yes,yes,yes,Available to foster
31466,Lisa,shelter,3,baby,EJ4tY3yhVITRCWt,dog,Mixed Breed,Collie,female,black,brown,large,no,yes,yes,2019-01-22,99,no,no,no,yes,no,Available to foster
31467,Pikin Cat,home,2,baby,xnToc0KTYus77op,cat,Domestic Short Hair,None,female,white,None,medium,no,yes,yes,2019-02-16,74,no,no,no,yes,yes,Adopted
31468,Tiramisu,shelter,6,baby,2VkO6iUWe3PW7jr,cat,Domestic Short Hair,None,female,cream,white,small,yes,yes,no,2019-02-03,87,no,no,no,yes,yes,Available to foster
31469,Hercules,foster home,3,baby,XGtiW7kADhWc5bY,dog,Mixed Breed,Mixed Breed,male,black,None,medium,no,no,yes,2019-02-28,62,no,yes,no,yes,yes,Not available to foster
31470,No name,shelter,3,baby,gvQFBONZVLRLIZJ,dog,Mixed Breed,None,female,cream,None,medium,no,no,yes,2019-02-09,81,no,yes,yes,yes,yes,Available to foster
31471,Sara,foster home,36,adult,JJCdPvkjfrmnsh0,dog,Poodle,Mixed Breed,female,cream,None,small,yes,yes,no,2019-02-17,73,no,no,yes,yes,no,Not available to foster
31472,Marmalade,home,24,young,H0KEnlgwsTbQ9bX,dog,Mixed Breed,None,female,golden,None,medium,yes,yes,yes,2019-01-24,97,no,yes,yes,yes,yes,Adopted
31473,Victor,foster home,5,baby,wtUWldO9vUP0dfr,dog,Spitz,Mixed Breed,male,black,brown,medium,no,no,yes,2019-02-04,86,no,yes,no,no,no,Not available to foster
31474,Mama Siam,home,18,young,kA1k5Fk1dBBaO5I,cat,Domestic Short Hair,Siamese,female,brown,white,large,no,no,yes,2019-01-22,99,no,yes,no,yes,no,Adopted
31475,Gisele,home,2,baby,tpFt9CnBGdgHwXG,dog,Mixed Breed,None,female,black,yellow,medium,no,no,yes,2019-05-01,0,no,yes,yes,yes,yes,Adopted
31476,No name,foster home,4,baby,82pRBP3VDuR5NHK,cat,Domestic Short Hair,None,male,black,brown,small,no,no,yes,2019-01-18,103,no,no,no,no,yes,Not available to foster
31477,Prince,home,1,baby,4gV8bS5MNmqDw2Z,cat,Domestic Short Hair,Tuxedo,male,black,gray,medium,no,no,no,2019-03-24,38,no,yes,no,yes,no,Adopted
31478,No name,foster home,3,baby,WGV955eOZYEygCg,cat,Domestic Medium Hair,None,female,black,brown,medium,no,yes,yes,2019-04-27,4,no,yes,yes,yes,no,Not available to foster
31479,Unknown,shelter,0,baby,AcBGmRWasVCaLjS,dog,Mixed Breed,None,male,cream,white,medium,no,no,no,2019-03-04,58,no,yes,no,yes,yes,Available to foster
31480,Bella,shelter,4,baby,BwqJBYBdkAZX5fQ,cat,Domestic Medium Hair,None,female,brown,gray,small,no,no,yes,2019-04-20,11,no,no,yes,yes,no,Available to foster
31481,No name,shelter,2,baby,MT5J1TliygaYgAf,dog,Mixed Breed,None,female,black,None,medium,no,no,yes,2019-04-09,22,no,yes,no,yes,no,Pending
31482,Fa,shelter,5,baby,DGsBiUzugEX24zK,cat,Oriental Short Hair,Oriental Tabby,male,brown,white,medium,yes,yes,yes,2019-04-30,1,no,yes,yes,yes,no,Available to foster
31483,COCO,shelter,48,adult,aBRysawvEa460c6,dog,Mixed Breed,None,female,brown,white,medium,no,yes,yes,2019-03-29,33,no,yes,yes,no,yes,Available to foster
31484,Sugar,shelter,5,baby,gYeFarIJqkzDBAN,cat,Calico,Domestic Medium Hair,female,golden,gray,medium,no,no,no,2019-04-16,15,no,no,no,no,no,Available to foster
31485,Rezo,home,48,adult,Hr6gZD76F1NdzPh,dog,Schnauzer,None,male,cream,white,small,yes,yes,yes,2019-03-22,40,no,no,yes,yes,yes,Adopted
31486,Daisy,foster home,2,baby,eNmpRYPuhYd3fIU,cat,Persian,Domestic Long Hair,female,gray,None,small,no,no,yes,2019-01-28,93,no,yes,no,yes,no,Not available to foster
31487,Blackwhite Kitten,home,1,baby,a4Cr53UYTYfVSvD,cat,Domestic Short Hair,Domestic Short Hair,female,black,None,medium,no,no,yes,2019-04-19,12,no,yes,no,yes,yes,Adopted
31488,Caely,home,3,baby,W3DE68zWxXLNJSg,dog,Mixed Breed,None,female,brown,None,medium,no,yes,yes,2019-02-26,64,no,no,yes,yes,no,Adopted
31489,Rocco,shelter,55,adult,qkjjTIcjCW6rMOW,dog,Beagle,None,male,black,yellow,medium,yes,yes,no,2019-02-27,63,no,yes,yes,no,yes,Available to foster
31490,Maxine,foster home,8,young,Ddj6HBAv8XQ0Ep1,cat,Domestic Medium Hair,Tabby,female,black,brown,medium,no,yes,yes,2019-02-07,83,no,no,yes,yes,no,Not available to foster
31491,Missy,home,2,baby,4rt9ERoWgyhoZtP,cat,Domestic Short Hair,None,female,gray,None,medium,no,no,yes,2019-03-14,48,no,no,no,no,yes,Adopted
31492,Rescued And Rehabilitated Kitten Kisa,foster home,3,baby,rFum6ukYFRn7f9j,cat,Domestic Short Hair,None,female,black,gray,medium,no,no,yes,2019-02-10,80,no,yes,no,yes,yes,Not available to foster
31493,Zone A2 P18,foster home,6,baby,xPS8ahqt6gBiUlI,dog,Mixed Breed,None,male,brown,white,small,no,yes,no,2019-03-29,33,no,yes,yes,yes,no,Not available to foster
31494,Toffee,shelter,6,baby,m4h3RrnTwEfDOdO,dog,Poodle,Mixed Breed,male,brown,None,small,no,no,yes,2019-01-28,93,no,no,no,yes,yes,Available to foster
31495,Ladybug,shelter,3,baby,SOlgbuOmn6s3VdG,dog,Labrador Retriever,Mixed Breed,female,brown,None,medium,no,no,yes,2019-04-07,24,no,yes,yes,yes,no,Available to foster
31496,Tim,shelter,3,baby,1rIa2Vi8VidWHFE,cat,Persian,Domestic Long Hair,male,golden,white,large,no,no,yes,2019-02-24,66,no,no,no,yes,yes,Available to foster
31497,Wen Wen,foster home,1,baby,ue25FHI9XNxZ75a,dog,Mixed Breed,None,female,black,white,medium,no,no,yes,2019-03-23,39,no,no,no,yes,yes,Not available to foster
31498,GOLDEN,foster home,24,young,Ln7A50vxrzwfG34,dog,Mixed Breed,Labrador Retriever,male,cream,None,medium,no,no,no,2019-02-04,86,no,yes,no,yes,yes,Not available to foster
31499,Tom,shelter,12,young,8pqMJKgFja7VTSf,dog,Mixed Breed,None,male,black,None,medium,no,yes,yes,2019-01-16,105,no,yes,no,yes,no,Available to foster
31500,Black Beauty,shelter,2,baby,41JVmRtPjMG0kUJ,dog,Mixed Breed,None,female,black,None,medium,no,no,no,2019-01-09,112,no,yes,no,yes,yes,Pending
31501,Estelle,home,10,young,t0KTwi1xO1b7IKW,cat,Domestic Long Hair,None,female,brown,yellow,small,yes,yes,yes,2019-01-14,107,no,yes,no,yes,no,Adopted
31502,Lucy,foster home,3,baby,0nZrz4xCOZjMQdn,cat,Bengal,None,male,brown,white,medium,no,no,yes,2019-03-25,37,no,yes,yes,yes,yes,Not available to foster
31503,(Urgent) Cross-eyed,home,8,young,O6RJaiSfC09nnSk,cat,Siamese,Domestic Short Hair,male,black,white,medium,yes,yes,yes,2019-01-08,113,no,yes,yes,yes,no,Adopted
31504,Orange,foster home,1,baby,4Ib239bCLEev04n,cat,Domestic Short Hair,None,male,golden,white,small,no,no,no,2019-04-20,11,no,yes,no,yes,yes,Not available to foster
31505,Buk Buk,shelter,147,senior,3NmKE2SsjeMOpEY,cat,Siamese,None,female,brown,cream,large,yes,yes,yes,2019-01-14,107,no,no,no,yes,no,Available to foster
31506,Jacky,home,96,senior,YOJVuD6gm4YH58C,dog,Jack Russell Terrier,None,male,black,white,medium,yes,yes,yes,2019-02-25,65,no,yes,yes,yes,no,Adopted
31507,A Pup That Knows Sit-stay Command,shelter,3,baby,edBMkoqKBqrU1ah,dog,Mixed Breed,None,female,black,brown,medium,no,no,yes,2019-03-04,58,no,no,yes,yes,yes,Available to foster
31508,5,foster home,4,baby,NtTfYAlLhhhy5OI,cat,Domestic Short Hair,None,female,black,brown,small,no,no,yes,2019-03-23,39,no,yes,yes,yes,yes,Not available to foster
31509,GOLD,foster home,2,baby,CcWiHvhPdlgcj30,cat,Domestic Medium Hair,None,female,black,yellow,large,no,no,yes,2019-01-15,106,no,yes,no,yes,yes,Not available to foster
31510,Mickey,home,120,senior,hmkXyCiNyjh8b9S,cat,Siamese,Oriental Short Hair,female,brown,gray,small,yes,yes,yes,2019-01-05,116,no,no,yes,yes,no,Adopted
31511,Doggie R22,shelter,5,baby,t0ZHjK5mAgdTq6I,dog,Mixed Breed,None,female,black,white,medium,no,yes,no,2019-02-08,82,no,yes,no,yes,no,Pending
31512,CHOCOLATE,foster home,1,baby,uxtNRaXsa1aCmgy,dog,Mixed Breed,None,female,brown,None,medium,no,no,yes,2019-01-25,96,no,yes,yes,yes,yes,Not available to foster
31513,Marley,shelter,36,adult,6lqNTiCBkxxPNg9,dog,Poodle,None,male,black,gray,small,yes,yes,yes,2019-04-22,9,behavioral,no,yes,yes,no,Pending
31514,MengMeng èè,home,4,baby,Q3b17roJQeFXLLF,cat,Domestic Short Hair,None,female,yellow,white,medium,no,yes,yes,2019-01-20,101,no,yes,no,yes,yes,Adopted
31515,Luna Lovegood,home,4,baby,AxUQQFPNUlCFuzf,cat,Domestic Short Hair,None,female,white,None,medium,no,no,yes,2019-01-03,118,no,yes,yes,yes,yes,Adopted
31516,Tiger,home,4,baby,2dbJQNjecuQ7MaB,cat,Tabby,None,male,gray,None,small,no,no,yes,2019-04-12,19,no,no,no,yes,yes,Adopted
31517,Rosie,shelter,1,baby,xTvpYSLLWfAEzVS,dog,Mixed Breed,None,female,black,brown,medium,no,no,yes,2019-01-10,111,no,no,yes,yes,yes,Available to foster
31518,Vodka,shelter,2,baby,JkRSURcNvBXXLro,dog,Mixed Breed,None,male,brown,white,medium,no,no,yes,2019-02-28,62,no,no,yes,yes,yes,Available to foster
31519,URGENT:Handsome Dog Needs A Home,foster home,12,young,6mJovGNhcK2x0l4,dog,Mixed Breed,None,male,brown,None,medium,no,no,no,2019-02-23,67,no,yes,yes,yes,yes,Not available to foster
31520,Puppy 1,shelter,2,baby,B2kyya1CmuNr0vL,dog,Mixed Breed,None,male,black,brown,medium,no,no,yes,2019-01-01,120,no,no,yes,no,yes,Pending
31521,Panther,shelter,6,baby,C5hbvuTGpWzb7Ev,cat,Domestic Short Hair,None,male,black,None,medium,no,yes,yes,2019-04-01,30,no,yes,no,yes,yes,Available to foster
31522,Sofie,home,9,young,4E3kbHLbiWPV7WD,dog,Mixed Breed,None,female,black,brown,medium,yes,yes,yes,2019-03-06,56,no,no,yes,yes,no,Adopted
31523,Si Si,home,1,baby,2xwQsQOq7wlIPv2,cat,Domestic Short Hair,None,female,black,None,small,no,no,yes,2019-02-08,82,no,no,yes,yes,yes,Adopted
31524,Bean The Black Kitten,foster home,1,baby,odrqAIs66R6BkR6,cat,Domestic Short Hair,None,male,black,None,medium,no,no,yes,2019-03-13,49,no,yes,no,yes,no,Not available to foster
31525,Cutie Kitty,shelter,5,baby,wnGZ1Ztn4sUdrSj,cat,Domestic Short Hair,None,male,black,white,small,no,yes,yes,2019-04-25,6,no,no,no,yes,yes,Available to foster
31526,Beauty,shelter,3,baby,ydzlkWIeRHR5PEj,dog,Mixed Breed,None,female,brown,cream,medium,no,no,yes,2019-04-07,24,no,no,yes,no,no,Available to foster
31527,Cleo,home,1,baby,VtS5HewmOiO7lhH,cat,Domestic Short Hair,None,female,black,brown,medium,no,no,yes,2019-04-17,14,no,yes,no,yes,yes,Adopted
31528,Athena (brown Patch),shelter,2,baby,md5oguRRNCYZzyH,cat,Domestic Short Hair,None,female,black,brown,small,no,yes,yes,2019-01-18,103,no,no,no,no,yes,Pending
31529,Disabled Dog For Adoption (3 Legs),shelter,36,adult,neuZ4feAVr7Hlrv,dog,Mixed Breed,None,male,brown,None,large,no,no,no,2019-03-27,35,no,yes,yes,yes,yes,Available to foster
31530,Abu,foster home,10,young,pLLK8QkOrXfzKgA,cat,Domestic Short Hair,Burmese,male,black,white,medium,no,no,no,2019-02-21,69,no,no,no,yes,yes,Not available to foster
31531,Hansel,home,2,baby,4Mea8qaeNAXqvJv,dog,Mixed Breed,None,male,brown,None,medium,no,no,yes,2019-04-06,25,no,yes,yes,yes,yes,Adopted
31532,Bingo,shelter,24,young,WZUOuYz6rxLdmUK,dog,Labrador Retriever,Mixed Breed,male,brown,None,large,yes,yes,yes,2019-03-25,37,no,yes,yes,yes,no,Available to foster
31533,Sweetheart,home,1,baby,CyCyMv9vttwpK7W,dog,Mixed Breed,None,female,brown,white,medium,no,no,yes,2019-01-07,114,no,no,no,yes,no,Adopted
31534,Mama Mia,home,18,young,izXwYwftV2Qbvcb,dog,Mixed Breed,None,female,cream,None,medium,yes,yes,no,2019-04-18,13,no,yes,no,yes,no,Adopted
31535,Max,foster home,2,baby,eWV175w6O4Rr92G,dog,Rat Terrier,None,male,black,white,medium,no,no,yes,2019-03-11,51,no,no,yes,yes,no,Not available to foster
31536,Snowie,home,1,baby,Oo1r0xLopFB6A7b,cat,Domestic Short Hair,None,female,white,None,small,no,no,yes,2019-03-11,51,no,yes,yes,yes,no,Adopted
31537,Simba Aka Bulu,shelter,5,baby,P99MkpvyqJjXfiL,cat,Domestic Long Hair,None,male,yellow,white,large,no,no,yes,2019-01-15,106,no,yes,yes,yes,yes,Pending
31538,Tee Tee,foster home,11,young,U8qTwGIXza9L2XC,dog,Mixed Breed,None,male,black,brown,medium,no,yes,yes,2019-01-30,91,no,yes,yes,yes,no,Not available to foster
31539,Amber,shelter,3,baby,BchMO7ESA0A1wrd,cat,Domestic Short Hair,None,female,yellow,cream,medium,no,no,yes,2019-01-22,99,no,no,no,yes,yes,Available to foster
31540,Malee,home,6,baby,3luxexQJGDX2mV5,cat,Domestic Medium Hair,None,female,cream,white,medium,no,no,yes,2019-01-15,106,no,no,no,no,yes,Adopted
31541,Mickey,foster home,4,baby,Wg9Yi27YqKi0JUy,cat,Domestic Short Hair,None,male,yellow,white,small,yes,no,no,2019-02-26,64,no,no,no,yes,yes,Not available to foster
31542,CYAN,home,3,baby,jh4XBw4rg6MxudE,dog,Mixed Breed,None,female,black,brown,medium,no,yes,yes,2019-01-11,110,no,no,no,no,no,Adopted
31543,Puppyta,shelter,2,baby,zRlHFeTD3yy85Gh,dog,Mixed Breed,None,female,cream,None,medium,no,no,yes,2019-01-24,97,no,no,yes,yes,no,Pending
31544,Oreo,shelter,3,baby,CdaVyLKebPfyDWq,cat,Domestic Short Hair,None,male,black,white,medium,no,no,yes,2019-01-04,117,no,yes,no,no,yes,Pending
31545,Odie,shelter,15,young,g30L254MMksbhTN,dog,Mixed Breed,None,female,white,None,medium,yes,yes,yes,2019-02-21,69,no,yes,yes,yes,no,Pending
31546,Banshee,shelter,24,young,tFYnY8NReDzROyU,dog,Mixed Breed,None,female,brown,white,medium,yes,yes,yes,2019-01-22,99,no,no,no,yes,yes,Available to foster
31547,No name,home,13,young,SIvIHrkHuFKhRmO,dog,Mixed Breed,None,female,black,None,large,no,yes,yes,2019-03-18,44,no,yes,no,no,yes,Adopted
31548,Blackie,foster home,3,baby,Rc2ZpAbad6FGCZP,cat,Domestic Short Hair,None,male,black,None,small,no,no,yes,2019-04-10,21,no,yes,no,yes,no,Not available to foster
31549,Cute Tabby Kitten,home,2,baby,gvdTRD6AMCv6iz8,cat,Domestic Short Hair,None,male,golden,gray,medium,no,no,yes,2019-01-18,103,no,yes,yes,yes,no,Adopted
31550,Fili Girl,shelter,6,baby,0mw5JHQpE62K7z3,cat,Domestic Short Hair,None,female,white,None,medium,no,yes,yes,2019-02-24,66,no,no,no,yes,no,Available to foster
31551,Female Mini Pin,home,12,young,yzccfPzDcT8D7lv,dog,Miniature Pinscher,None,female,brown,None,small,no,yes,yes,2019-03-12,50,medical,yes,yes,yes,no,Adopted
31552,Mylo,home,1,baby,JuneBiGLRIX4Yed,dog,Mixed Breed,None,male,brown,None,medium,no,no,yes,2019-01-28,93,no,no,no,yes,yes,Adopted
31553,Princess,home,55,adult,8QgDjG2tmb5pM0D,cat,Domestic Medium Hair,None,female,brown,gray,large,yes,yes,yes,2019-02-27,63,no,no,yes,yes,no,Adopted
31554,Tuxie,shelter,3,baby,3npUK2NVx393gWU,dog,Mixed Breed,None,female,black,white,medium,no,yes,yes,2019-02-15,75,no,no,yes,yes,yes,Available to foster
31555,Found Shihtzhu,home,24,young,BwRz1cxbeZ3tbT6,dog,Shih Tzu,Shih Tzu,female,brown,white,small,no,no,yes,2019-04-14,17,no,yes,no,yes,no,Adopted
31556,Lucas,shelter,12,young,hsyymdHmro92siz,dog,Pug,Miniature Pinscher,male,black,cream,small,yes,yes,yes,2019-03-16,46,no,no,yes,yes,no,Pending
31557,Mookie,home,4,baby,GgQi6Kz6gxYOUC0,cat,Domestic Short Hair,None,female,black,golden,small,no,no,yes,2019-03-04,58,no,yes,yes,yes,yes,Adopted
31558,Hermione,foster home,1,baby,COsM4dXcuC9zDfZ,cat,Domestic Short Hair,None,female,brown,None,medium,no,no,yes,2019-02-17,73,no,yes,no,yes,no,Not available to foster
31559,No name,foster home,2,baby,SPzegF6sIgbkPVD,dog,Mixed Breed,None,male,white,None,medium,no,no,no,2019-02-08,82,no,yes,yes,yes,no,Not available to foster
31560,No name,shelter,36,adult,H8Pi4AUK6lacyFq,dog,Mixed Breed,None,male,black,None,medium,no,no,yes,2019-03-18,44,no,yes,yes,yes,no,Available to foster
31561,Ellen,home,2,baby,xumeR18OZxHvtbS,dog,Mixed Breed,Beagle,female,black,brown,medium,no,no,yes,2019-01-22,99,no,no,no,yes,yes,Adopted
31562,Osky,shelter,2,baby,Fq0ZGsrqquIlpA2,cat,Domestic Short Hair,None,female,black,white,medium,no,no,yes,2019-01-24,97,no,yes,no,no,no,Available to foster
31563,Rascal,shelter,12,young,0Tt5Bf11Pe68XWX,dog,Mixed Breed,None,male,brown,white,small,no,no,yes,2019-02-07,83,no,yes,yes,yes,yes,Available to foster
31564,Nana & Nini The Beautiful Kittens,foster home,3,baby,bvDwY9YqpukOroV,cat,Domestic Short Hair,None,female,yellow,white,medium,no,no,yes,2019-04-20,11,no,no,no,yes,no,Not available to foster
31565,Sang Abong,shelter,4,baby,w8FxnEnwkmkJuqn,cat,Bengal,Domestic Short Hair,male,brown,None,medium,no,no,yes,2019-02-08,82,no,yes,no,yes,yes,Pending
31566,Lara Jean Covey,foster home,18,young,M5PX36sZhWHBcIg,cat,Domestic Short Hair,None,female,white,None,medium,no,no,yes,2019-03-23,39,no,yes,yes,yes,yes,Not available to foster
31567,Jelly Bean,home,1,baby,GeavRt7yVJtX4B4,dog,Mixed Breed,None,female,white,None,medium,no,no,yes,2019-02-18,72,no,yes,no,yes,no,Adopted
31568,Niu Niu å¦å¦,shelter,6,baby,Ph2SiON33EZeaQC,dog,Mixed Breed,Pit Bull Terrier,female,black,None,small,yes,no,no,2019-01-10,111,no,no,no,yes,yes,Pending
31569,Oyen,shelter,12,young,zeV4ulhw0OO9EK0,cat,Domestic Short Hair,None,male,yellow,None,medium,no,yes,yes,2019-01-26,95,no,yes,no,yes,yes,Pending
31570,Harvey,foster home,17,young,huqKwXLquXLGSRi,dog,Mixed Breed,None,male,black,None,medium,yes,yes,no,2019-03-01,61,no,yes,no,yes,no,Not available to foster
31571,Jojo,home,4,baby,Ksgg1GtKbyw8Q0i,cat,Tabby,None,female,black,brown,small,no,no,no,2019-04-21,10,no,yes,no,yes,no,Adopted
31572,No name,foster home,2,baby,SXBWi1wBypzeEfa,dog,Mixed Breed,None,female,brown,yellow,medium,no,no,yes,2019-02-21,69,no,no,no,no,no,Not available to foster
31573,"Rubio, Good Watchdog",home,29,adult,KYXvl2h2qsVdId1,dog,Terrier,Mixed Breed,male,cream,None,medium,yes,yes,yes,2019-03-01,61,no,yes,yes,yes,yes,Adopted
31574,Little Brownie,shelter,1,baby,5eklKVY8ebysIXF,dog,Mixed Breed,None,female,brown,None,medium,no,no,no,2019-03-07,55,no,yes,yes,yes,no,Pending
31575,Baby,foster home,16,young,e2XxEm3acgS3wn1,dog,Shih Tzu,None,male,black,brown,small,no,yes,yes,2019-02-12,78,no,yes,no,yes,no,Not available to foster
31576,Blacky,foster home,0,baby,TGIsUTwcCgEsgee,dog,Mixed Breed,None,male,black,None,small,no,no,yes,2019-04-29,2,no,yes,yes,yes,yes,Not available to foster
31577,Mini,shelter,3,baby,mOTAgOSI63TKEAK,dog,Mixed Breed,None,female,black,brown,medium,no,no,yes,2019-04-10,21,no,yes,no,yes,yes,Available to foster
31578,Panbe,shelter,36,adult,MUlp7cDUge4p54G,cat,Domestic Medium Hair,None,male,gray,white,medium,no,yes,yes,2019-01-07,114,no,no,yes,yes,no,Available to foster
31579,Mush,home,4,baby,kpo57caDQDv8dxD,cat,Domestic Short Hair,None,female,black,golden,medium,no,no,yes,2019-04-25,6,no,yes,no,yes,yes,Adopted
31580,Asher,home,13,young,RcWjjPESPzK3JfJ,dog,Mixed Breed,Beagle,female,black,brown,medium,yes,yes,yes,2019-02-19,71,no,yes,no,yes,no,Adopted
31581,CNY5,home,1,baby,nrRgm8edb1P4pKn,dog,Mixed Breed,Mixed Breed,female,brown,white,medium,no,no,yes,2019-03-28,34,no,yes,no,yes,no,Adopted
31582,Donut,shelter,10,young,nzrDDQMdHIBJSQt,dog,Mixed Breed,Hound,female,black,brown,medium,yes,yes,yes,2019-02-17,73,no,no,yes,yes,no,Available to foster
31583,No name,foster home,21,young,EePz5z5OfKsdfif,dog,Pug,None,male,black,brown,small,no,no,yes,2019-02-10,80,no,yes,yes,no,yes,Not available to foster
31584,Little Brown,shelter,2,baby,Vqd26irBybe9T47,dog,Mixed Breed,None,male,brown,None,small,yes,yes,no,2019-03-10,52,no,yes,yes,yes,yes,Pending
31585,Bolt,shelter,3,baby,J1MUKdYTu2NWqMg,dog,Belgian Shepherd Malinois,Mixed Breed,male,black,brown,medium,no,yes,yes,2019-04-27,4,no,yes,yes,yes,no,Available to foster
31586,âª QITMIR âª,foster home,6,baby,ME6pyvibdnzFdKl,dog,Mixed Breed,Collie,female,golden,None,large,yes,yes,yes,2019-01-14,107,no,no,no,no,no,Not available to foster
31587,Smokie,home,1,baby,N6vTjlx01G3nBDu,cat,Domestic Medium Hair,Domestic Short Hair,female,black,cream,medium,no,no,yes,2019-04-14,17,no,yes,no,yes,yes,Adopted
31588,Mung,shelter,3,baby,Mm48ZE331PKurzX,cat,Domestic Short Hair,None,female,gray,white,medium,no,no,yes,2019-03-20,42,no,yes,yes,yes,no,Available to foster
31589,Aki,shelter,8,young,YaVS6NOA8aC1S9d,dog,Jack Russell Terrier,None,female,brown,white,small,no,yes,yes,2019-01-06,115,no,yes,no,no,no,Available to foster
31590,Ginger-Rie,shelter,7,young,v4feUChXAJXZW8B,cat,Domestic Short Hair,None,female,golden,None,medium,yes,yes,no,2019-01-12,109,no,yes,no,yes,no,Pending
31591,Holly,home,1,baby,JvXBIBux2B3azVy,dog,Mixed Breed,None,female,brown,white,medium,no,no,yes,2019-01-01,120,no,no,yes,yes,no,Adopted
31592,Chrissy,home,1,baby,gcVd8rPjBoa86kB,dog,Mixed Breed,None,female,brown,None,medium,no,no,no,2019-01-26,95,no,no,no,yes,yes,Adopted
31593,Timmy,shelter,11,young,5mtxXH3jRHwExoR,dog,Mixed Breed,None,male,brown,white,medium,no,yes,yes,2019-02-09,81,no,no,yes,yes,yes,Available to foster
31594,Lucy,home,1,baby,5VmxArUEGGvMzf4,cat,Domestic Short Hair,Siamese,female,brown,cream,medium,no,no,yes,2019-02-18,72,no,yes,no,yes,no,Adopted
31595,No name,home,12,young,rHmVdK5sXzKKWXQ,dog,Terrier,Mixed Breed,male,black,None,medium,no,no,yes,2019-04-15,16,no,no,no,yes,no,Adopted
31596,Tyson,shelter,5,baby,wHFrnGPbSFCc2lZ,cat,Tabby,None,male,black,gray,medium,no,yes,yes,2019-01-07,114,no,no,yes,no,no,Available to foster
31597,Odd Eyes Snow White (Mix Persian),home,4,baby,j9tvOQTtLJk4Uq3,cat,Persian,Domestic Medium Hair,female,white,None,medium,no,no,yes,2019-03-15,47,no,no,no,yes,yes,Adopted
31598,Pishi,shelter,18,young,1j9M27pGSdTQ0YP,cat,Domestic Short Hair,None,male,black,None,large,no,yes,yes,2019-01-01,120,no,yes,yes,yes,no,Pending
31599,Prince é»é©¬çå­,home,2,baby,DNVkLn9GEp6qrXE,dog,Mixed Breed,Mixed Breed,male,black,None,medium,no,yes,yes,2019-04-17,14,no,no,yes,yes,no,Adopted
31600,Puppy,foster home,2,baby,sIzr9zDfCEn0BQv,dog,Mixed Breed,None,female,brown,None,small,no,yes,yes,2019-03-30,32,no,yes,no,no,no,Not available to foster
31601,Charcoal,home,2,baby,y4hDC4df1pKiyzi,dog,Mixed Breed,Mixed Breed,male,black,None,medium,no,no,yes,2019-03-04,58,no,yes,no,yes,yes,Adopted
31602,Verdi,foster home,3,baby,qbXTod5PYfK0u7h,cat,Domestic Short Hair,None,male,black,white,medium,no,no,yes,2019-02-11,79,no,no,no,yes,no,Not available to foster
