animalId,animalName,location,age,ageStatus,microchipId,species,breed1,breed2,sex,color1,color2,size,sterilized,vaccinated,houseTrained,registrationDate,shelterTenure,specialNeeds,goodWithDogs,goodWithCats,goodWithOther,goodWithChildren,fosterStatus,shelterId,description
31645,Small Blacky,home,2,baby,wZk40Hi2GKhiceJ,dog,Mixed Breed,None,male,black,None,medium,no,yes,yes,2019-02-02,88,no,yes,no,yes,yes,Adopted,0,"I found this dog on the streets looking so poor, it looked like a baby puppy that was like 2-3 months old, i rescued him, vaccinated and now his healthy! But sadly, i can't raise him. I need a kind-hearted and animal loving person! If you are interested of adopting him please contact me with my phone number or my e-mail"
31646,Li Li,home,1,baby,49RLIM551t34Ftw,dog,Mixed Breed,None,female,cream,None,small,no,no,yes,2019-01-20,101,no,yes,no,yes,yes,Adopted,0,"Hi everyone, this cute little puppy was abandoned in a farm. Any kind soul would adopt him? Do contact me! :)"
31647,Dexter,home,41,adult,2JfU6Dxm1jJwnuS,dog,Mixed Breed,None,male,brown,golden,medium,yes,no,yes,2019-02-10,80,no,yes,yes,yes,no,Adopted,0,Very cheerful and loves to play and be around people.
31648,Patches,home,1,baby,9ZFKFExUEhOHesP,dog,Mixed Breed,None,female,brown,white,medium,no,no,yes,2019-02-06,84,no,yes,no,yes,yes,Adopted,0,Cute puppy looking for a loving home with responsible owner(s). Kindly contact Hands 'n' Paws Vet at .
31649,Mao Zai (ç«ä»),foster home,24,young,Lt78LPgDEKmFk5V,cat,Snowshoe,None,male,brown,None,medium,no,no,yes,2019-04-26,5,no,no,no,yes,no,Not available to foster,0,"Lost n found: open for adoption! Was found at Pertam Jaya. Very friendly, affectionate & cute cat!"
31650,Snuggles,shelter,2,baby,xH3pHj8yGlzTOOG,dog,Mixed Breed,None,female,black,brown,small,no,no,yes,2019-02-22,68,no,yes,yes,yes,yes,Available to foster,91004,I found a puppy trying to run across the NPE highway and was almost hit by a car. She has the most cutest puppy eyes. Her skin is less than fabulous . She's loving and mild mannered and loves anything you feed her. -rescuer message- Also I plan to vaccinate her so if you adopt her I'll vaccinate her for free. I can't keep her because I already have two very territorial dogs so please help me mend my broken heart at having to give her up by adopting her :)
31651,Bronie,home,6,baby,xjLZKxw1BXFuRoq,dog,Golden Retriever,Mixed Breed,male,brown,None,medium,no,no,no,2019-03-16,46,no,yes,no,yes,no,Adopted,0,This Mix Golden Retriever was been in our apartment for few weeks.. Please anyone adopt it.. Its getting hurt by people and other street dogs. SUPER SUPER friendly guy.. Please Help.. Almost 6 month puppy.
31652,Mimi,home,4,baby,Q6cfXuInRqmvQTl,dog,Mixed Breed,Mixed Breed,female,white,None,medium,no,yes,yes,2019-01-06,115,no,yes,no,yes,no,Adopted,0,"Mimi is given from a friend. But we can’t keep him because our home already have 3 dogs. She is a active girl, hope to find a good home for her."
31653,Panda,foster home,3,baby,zEn8gO76bgPKEBi,dog,Mixed Breed,None,female,white,None,medium,no,no,yes,2019-04-05,26,no,no,yes,yes,no,Not available to foster,0,小狗（母）让领养。 此狗的血脉为Pittbull配Mastiff养育的母狗意外配上了黑色长毛的Retriever 体型属中型。生性聪明，不乱吠，乖巧易教。 目前三个月，已经懂的吃干狗粮，离开了狗妈两星期了，小狗体内的母奶自然免疫功能消耗完了，必许立刻打预防针。 有意者请pm。
31654,Grey,home,9,young,oDYtopHSxleJAtz,cat,Tuxedo,None,male,gray,white,medium,yes,yes,yes,2019-01-07,114,no,no,no,yes,no,Adopted,0,"5 months old kitten roaming around in the carpark area (of my apartment) he is very friendly towards human, to the extend that he jumps into your car. But his over 'friendly' brings him problem. Those people who dislike animal chase and kick him away. Kids who think animals are dirty(wonder who gave them those ideas?)throw things, chase and shout at him. He just sleep under cars but he was lucky that few feeders gave him unlimited food. AND he is definitely very very lucky now, he stays in a bi"
31655,Girl,shelter,2,baby,VDMn7Yp6KWH3ElD,dog,Mixed Breed,Mixed Breed,female,brown,None,medium,no,yes,yes,2019-04-25,6,no,no,no,no,no,Pending,91004,For Adoption
31656,KC,foster home,51,adult,5IfhZxuQu9dfaaL,cat,Persian,Maine Coon,female,brown,gray,medium,yes,yes,yes,2019-01-22,99,no,no,no,yes,no,Not available to foster,0,She is very adorable and loveable. She is toilet trained. Looking for lovable family to love and care for her. She is like a family. Had to put up for adoption due to owner relocation back to Singapore.
31657,Puma,shelter,8,young,ojHRqWo8DI5KDs7,cat,Domestic Medium Hair,None,female,black,None,small,yes,no,yes,2019-03-05,57,no,yes,no,yes,yes,Pending,91002,"URGENT: Black kitten with yellow eyes. Playful, smart and friendly. Needs to be spayed. Cannot keep with me, as housemate has allergy to cats. Interested adopters (ONLY SERIOUS, NO STUDENTS) that are willing to give her a permanent home, please feel free to whatsapp me at or message me at."
31658,Mocha,foster home,6,baby,dt1qZYVvWvcvP8n,dog,Mixed Breed,None,female,brown,None,medium,yes,yes,yes,2019-02-01,89,no,yes,yes,yes,yes,Not available to foster,0,Mocha was found in a car park when she was about a day old. She is a gentle pup that loves to play fetch & throw. She's lovely around children.
31659,Kungki Boy,home,12,young,bsP0P96yqgtTyeH,dog,Husky,Mixed Breed,male,black,brown,medium,yes,yes,no,2019-01-16,105,no,no,no,yes,yes,Adopted,0,Call/WhatsApp: This boy loves attention.. can be guard dog. Medium size. The charges includes neutering and vaccination.
31660,No name,foster home,1,baby,vnzSED5Y2OJHwc6,dog,Mixed Breed,None,female,black,white,medium,no,no,yes,2019-03-24,38,no,yes,no,yes,yes,Not available to foster,0,"This puppy was found near a garbage dump, rescued by a friend and now staying permanently at my place. It's age is less than one month old, believed to have it's eyes opened few days ago, in a healthy condition. Surprisingly the puppy doesn't have a tail, I'm suspecting that the person who dumped the puppy cut it off or something. The puppy is located in Petaling Jaya, please contact me for more details. (:"
31661,Mimi (Nugget),shelter,2,baby,7QOvDJaiSePFVy7,cat,Domestic Medium Hair,None,female,cream,white,medium,no,yes,yes,2019-01-08,113,no,no,no,yes,no,Pending,91017,Adorable short tail kitten looking for forever home! Please WhatsApp me if you can: 1) Keep her indoor and not cage all the time 2) Feed non-coloring kibbles 3) Financial-able to bring her to the vet when she is sick and for her neutering and yearly vaccination 4) Allow me to follow up with her latest condition once a month
31662,Franny,shelter,1,baby,cUOGLPDas93yJcC,dog,Mixed Breed,None,female,black,golden,medium,no,yes,yes,2019-01-22,99,no,yes,no,yes,no,Available to foster,91001,"Their pregnant mother was dumped by her irresponsible owner at the roadside near some shops in Subang Jaya. Gave birth to them at the roadside. They are all healthy and adorable puppies. Already dewormed, vaccinated and ready to go to a home. No tying or caging for long hours as guard dogs. However, it is acceptable to cage or tie for precautionary purposes. Commitment to spay her is compulsory Interested to adopt pls call me."
31663,Candy,foster home,60,adult,povB7LwadRjwAip,dog,Silky Terrier,Mixed Breed,female,golden,cream,medium,yes,yes,yes,2019-01-13,108,no,no,yes,yes,yes,Not available to foster,0,"Gender: Female (spayed) Nickname: Candy Age: 5 years Color/Markings: wheatish White Size at Maturity: Medium Potential: Perfect Pet & a great family dog Breed: Silky Terrier Mix Location: USJ, Subang Availability Date: Anytime Candy is a very sweet dog, affectionate and enjoys playing with kids & adults.She will be a great family addition. She has a nice medium coat and a beautiful big and round black eyes (like a doll) Candy will also be a good guard dog as she is very Intelligent and has keen"
31664,Charcoal,foster home,1,baby,JFZaqJ9gUHB2qOG,dog,Mixed Breed,None,female,black,white,medium,no,no,yes,2019-02-26,64,medical,yes,no,no,no,Not available to foster,0,The puppy is currently taking shelter at SPCA Seberang Perai. Anyone interested to adopt her may contact us via email or visit our website at
31665,Cute Brown Pup,foster home,3,baby,2M0qhFlV8vFIekH,dog,Mixed Breed,None,male,brown,None,medium,no,no,yes,2019-02-15,75,no,no,no,yes,yes,Not available to foster,0,"This cute little puppy is looking for a loving home. He is smart and lovable, and he loves to cuddle and play! If you are interested to provide him with a forever home, do call or drop a text! :)"
31666,Christmas,foster home,8,young,rtv2iuI7OxrMx4U,dog,Spitz,Spitz,female,brown,cream,small,yes,no,yes,2019-03-27,35,no,yes,no,yes,yes,Not available to foster,0,"Very friendly and loving small sized Spitz. Female, spayed. Very good with children. Small size easily managed."
31667,CookieGirl,foster home,3,baby,I4zTRqpHcoYmlkA,dog,Mixed Breed,None,female,black,brown,medium,no,yes,yes,2019-02-13,77,no,no,no,yes,yes,Not available to foster,0,"Cookie is a happy go lucky. If you want her as a companion and can commit to caring for her for life, then whatsapp or call Jocelyn at. Dogs are not trash to be dumped nor to be abused."
31668,Kyan Wolfe,shelter,1,baby,i14s5Gn2dZVjlWo,cat,Domestic Short Hair,None,male,brown,gray,medium,no,no,yes,2019-02-23,67,no,no,yes,yes,no,Available to foster,91009,"Introducing handsome little Kyan! ♥ Male kitten, 6 weeks old, striped/seal-point kitten with gorgeous blue eyes. ♥ Active & frisky boy. Kyan LOVES to play & run about (even wrestles with his humans), but is never rough. ♥ Knows how to talk (meow) back when spoken to! :) Super-duper manja (absolute lap-cat). ♥ Healthy, has been de-wormed (once), is still too young to be vaccinated. Currently on RC Babycat kibbles (dry). Already clever with the litter-box. ***PLEASE READ***: - Kyan will b"
31669,(No Name - She Is Just A Stray),shelter,4,baby,5SYVI3RsOOcD9Nb,cat,Sphynx (hairless cat),None,female,yellow,cream,small,no,no,yes,2019-01-23,98,no,yes,yes,no,yes,Available to foster,91002,"She is just a stray.. Anyone who love cat can bring her back immediately.. I can't keep a cat because I do already have 3 dogs with me. This little poor darling just walk into my shop and ask for help, I found that she had already lost an eye ball, could be injured after a fight. she is quite good girl and quiet here, never giving any trouble... Please do call me immediately at to help her. ** I knew that I could be wrong selected the breed type but I can't find any Mix breed listed, because I "
31670,Jessy,foster home,1,baby,x6epA6FUmAROCEp,cat,Domestic Medium Hair,None,female,white,None,small,no,no,yes,2019-04-24,7,no,yes,no,yes,no,Not available to foster,0,Jessy is a sweet and lovely kitten. She already toilet-trained and still learning to eat kibble. Prefer to be adopted in pairs. (with   Chezzy) Please take note: Rm is imposed as a safe deposit which will be returned to the owner once the owner spay Jessy within 5 months. *COMMITMENT TO SPAY JessY IS A COMPULSORY! tqvm!
31671,Serena,foster home,2,baby,v1wUKuB3fCDLPtn,cat,Domestic Short Hair,None,female,brown,golden,medium,no,no,yes,2019-04-30,1,no,yes,no,yes,yes,Not available to foster,0,"Found together with sibling Oprah. Serena is a very playful and fun-loving kitten, eats well and is very intelligent. Her tail is slightly bobbed. A very beautiful girl. Dijumpai bersama adik beradik beliau, Oprah. Serena sangat suka bermain dan periang, makan dengan berselera dan sangat cersik. Ekor nya sedikit kontot. Muka sangat cantik. Berminat boleh whatsapp"
31672,Sabre,home,9,young,CmKP7UDqWTYPGna,cat,Silver,Tabby,female,black,gray,medium,no,yes,yes,2019-04-28,3,no,no,yes,no,no,Adopted,0,"Hello everyone, We are giving putting up both our cars for adoption/sale of anything you would call it as we will be migrating out of the country and it is a great loss to us having to let these two angels go.Both are totally the opposite where Pepper loves to give you love but doesn't like to accept hugs for more than 30 seconds and Sabre loves everything. Both have been vaccinated and are in good health.Both are females not neutered and a great companions and have never been kept in a cage be"
31673,Neko-chan,foster home,2,baby,94WbszZ1w8Gsn6O,cat,Domestic Short Hair,Domestic Medium Hair,male,gray,white,medium,no,yes,yes,2019-02-21,69,no,yes,no,no,no,Not available to foster,0,"Unexpected product from a stray we rescued. We thought the mother was just fat. Turned out she was pregnant. Neko-chan is one out of four siblings (all males). All have been toilet trained to use pinewood. He is hyperactive and will turn toys into shredded pieces. He is the ring leader of the litter. Adoption fee will be discounted if taken as a pair with his sibling, Toby."
31674,Pekengese Without Mka,shelter,3,baby,1TmRMJZkTGJsuXh,dog,Pekingese,None,male,brown,cream,small,no,yes,no,2019-01-11,110,no,yes,no,yes,yes,Available to foster,91006,-without mka cert -male -3 momths -owner will let go caused no time to take care of him. urgent...
31675,Romeo,home,3,baby,84XWQ5KdmbhvBru,dog,Mixed Breed,None,male,brown,None,medium,no,yes,yes,2019-01-14,107,no,yes,yes,yes,no,Adopted,0,Romeo is a very charming puppy who loves to play & can get along with everyone
31676,Kiki,shelter,18,young,ijGVCkEnEvjOGyx,cat,Persian,Oriental Long Hair,female,cream,white,medium,no,yes,no,2019-01-23,98,no,no,no,yes,no,Available to foster,91020,This lovely cat belong to my friend. She ask me to sell her cats because she's going for overseas for years to further her studies. Nobody going to take care of her. Kiki is very friendly and playful. Love to play balls On feed with Blackwood.
31677,No name,foster home,1,baby,ig5MFvQzDRgjp3i,cat,Domestic Medium Hair,None,male,black,white,small,no,no,yes,2019-04-26,5,no,yes,no,yes,yes,Not available to foster,0,Small kitten rescued from the street. Gray and white with dotted patterns. Playful and healthy. For adoption. Free of charge.
31678,Pong Pong,shelter,10,young,l5iSt5Eytxs8d8L,cat,American Shorthair,None,male,black,gray,medium,no,yes,no,2019-01-26,95,no,yes,yes,yes,yes,Pending,91000,"My cat is kind, not really fight with other cats, love cleanliness, his fur is medium long, lovely to cuddle, have a beautiful long tails."
31679,Blue,shelter,12,young,zovOcYmWendt2az,cat,Domestic Medium Hair,None,male,gray,white,small,no,no,yes,2019-02-20,70,no,no,no,yes,yes,Pending,91007,"A very affectionate, quiet (despite being locked up in a guest bedroom for the last few days) boy. Very beautiful coat and gorgeous blue eyes. Uses litter box and been eating dry cat food. Loves to cuddle. Has a bit of a cough at the moment but otherwise is active and playful. Was found in Setia Sky residence and no one has claimed him back. I don't know how old he is and at the moment can't take him to the vet, but I think he is no more than 1 years old."
31680,Melody,shelter,12,young,7WzVa4Xpn07o15r,dog,Mixed Breed,None,female,cream,None,small,no,yes,yes,2019-03-19,43,no,yes,yes,yes,yes,Available to foster,91004,"Melody, Mel-D (short) is the mother of the 8 puppies that have been successfully adopted thru 'petfinders.com. Please help me to help Mel-D to find a home. Latest update as at October , Melody is now placed at SPCA for her own safety before something bad happens to her, as she is constantly chased away with sticks and iron rod, naughty children are throwing stones at her. Melody is being vacinated and checked by Dr Lim at SPCA, she is found to be less than a year old. She is happy,healthy and a"
31681,Yoda,shelter,48,adult,rCgwnkYCuMaCcac,dog,Shih Tzu,Poodle,male,white,None,small,no,yes,yes,2019-04-02,29,no,no,yes,yes,no,Pending,91016,"We found Yoda lying in front of our house in a cold and in starvation without energy, owner unknown We realized Yoda is a very loyal one. He is a very timid dog. Yoda is a obedient boy. Although we just took him in for days, he follows instruction for instance stay, no, and sit. A great addition to the family. ;) We regret to say that because we are moving to condominium therefore we are unable to keep Yoda. The fees are just to cover the initial medical and sterilization costs."
31682,Ginger,shelter,1,baby,UrSNWvlx9ufzoyl,cat,Domestic Short Hair,None,female,yellow,None,medium,no,no,yes,2019-03-28,34,no,no,no,yes,no,Available to foster,91010,kitten fr adoption.very cute and playful.looking fr responsible caring owner.must be able to spend time and money fr the kitten's care.no caging pls unless its more for the kittens safety .can be adopted after abt three weeks when the mother has stopped feeding.prefer someone who who take them in pairs or all to keep each other company. kittens at sungai petani kedah.
31683,Mou Mou,home,12,young,a5oybzT4hgEgO9g,dog,Mixed Breed,None,male,golden,None,medium,no,no,no,2019-02-19,71,no,yes,no,yes,no,Adopted,0,"Since Nov 14 I saw a furry kid has skin problems hair lost, and then I decided to help him and provide medicine and food to eat . After two weeks the furry kid skin look getting better and grow 95% hair back . Every morning the owner of the shop at town will try to kick the furry kid away, poor furry kid have no place to go sometime just stand in the middle of the road or just hide under the vehicle to rest. And furry kid is new coming to the town, here have other stray dog I’m worry they wil"
31684,Mimi,shelter,6,baby,DNA45v5jidbdRjb,cat,Domestic Short Hair,None,female,yellow,None,small,yes,yes,yes,2019-02-23,67,no,yes,yes,yes,no,Pending,91001,Mimi was abused ..her tail was burned by cruel ugly man and need to amputate. Her toes were also cut off. She was rescued and now she is well and healthy and ready to find a home. She deserves a 2nd chance. She is so well behave..perhaps she had gone through so much in her life. Plz open your heart and take her home. Tq
31685,Blackie,home,36,adult,wd1EmvmD0VDwws0,dog,Schnauzer,Mixed Breed,male,black,white,medium,no,no,yes,2019-01-05,116,no,yes,no,yes,yes,Adopted,0,"Lost dog roaming around my neighbourhood.We just handed him to SPCA Ampang on 21/7.He understand basic command, well behaved, Healthy and has brown eyes. This dog is definately a keeper. Pls contact/visit SPCA to adopt.Hope he gets a good home."
31686,Doosan,shelter,7,young,nSBcZ499Qps4WTX,dog,Wirehaired Terrier,Terrier,male,cream,None,medium,yes,yes,yes,2019-04-09,22,no,no,no,yes,yes,Pending,91008,Doosan is a good watch dog. Loves people. Sweet temperament. Was found with broken hip. Surgery was done to repair his hip. He is fully vaccinated and neutered.
31687,Ababa,shelter,2,baby,AxVF4iqHlqDWXgZ,dog,Mixed Breed,None,female,black,brown,medium,no,no,no,2019-01-12,109,no,no,no,yes,yes,Pending,91019,Puppy looking for home. Commitment to spay is compulsory. If u are intetested to adopt pls contact Rachel
31688,Batman The Super Kitten,home,1,baby,S5muwzEGiKZGOKm,cat,Tuxedo,Ragdoll,male,black,white,small,no,no,no,2019-01-01,120,no,yes,no,yes,yes,Adopted,0,"Adorable Black and White Kitten found outside a shopping centre for adoption. Rescuer is from overseas and cannot keep it unfortunately. The kitten has been vet checked and given the all clear. Extremely loving, loves human attention, very much a lap cat."
31689,Ah Choi,shelter,12,young,PvWJ9E9zzKWja79,dog,Mixed Breed,Mixed Breed,male,black,cream,medium,yes,yes,no,2019-01-24,97,no,no,yes,yes,yes,Pending,91007,"Ah Choi is very alert dog, he is friendly with dogs too. His size are smaller than normal mix breed."
31690,Mr. Handsome1,foster home,24,young,1P5kPzvd9t8B9lw,dog,Mixed Breed,None,male,brown,None,medium,no,no,yes,2019-01-26,95,no,no,yes,yes,yes,Not available to foster,0,THis is one gorgeous dog... Help him find a home.. For more enquiries please call
31691,Gingy,foster home,3,baby,4Vug5471skCWbAM,cat,Domestic Medium Hair,None,male,yellow,None,large,no,yes,no,2019-01-09,112,no,no,yes,yes,yes,Not available to foster,0,"Gingy was a mangy kitten. Treated, deflea, 1st vaccination done. A very playful kitten and loves to eat. Adoption fees includes neutering. Gingy will be on hold till his fungus recovered. Please note that if you are interested to adopt him - send me an email, details about yourself, your experience wt cats and whether you have another cat at home. Please do not sms. Thank you very much."
31692,Jerry,foster home,14,young,x4PNB8Od4WwnIV9,cat,Domestic Short Hair,None,male,black,white,large,no,no,no,2019-04-13,18,no,no,yes,yes,yes,Not available to foster,0,black jerry for adoption for those a interested to keep
31693,Gingerku,shelter,24,young,0VaccupooEXGWuW,cat,Persian,None,male,golden,yellow,large,no,no,yes,2019-03-05,57,no,no,no,yes,yes,Available to foster,91017,"i found ginger 2 month ago,, i tried to look for the owner but i couldnt find it,, i really love ginger but i couldnt keep him with me because i always going outstation,, i really looking for the people who want to take care of him and trully love him,, i really need the new owner for ginger because i'm going outstation next week"
31694,Albert,shelter,7,young,hL5jV7Lwe8c2an1,cat,Bengal,Tiger,male,black,brown,medium,no,no,yes,2019-02-24,66,no,no,yes,yes,no,Available to foster,91019,Very loyal and affectionate. Looks well-kept and healthy. Toyger breed. Playful and energetic.
31695,Orange,shelter,18,young,WoC6N9AOiAki3wM,cat,Domestic Short Hair,None,female,black,golden,medium,yes,no,yes,2019-01-21,100,no,no,no,no,no,Pending,91004,A lovely and friendly cat. Allow people to touch or hug her. Never attack people
31696,CAMEO I,shelter,3,baby,Ik3ZlF2e12pvIyp,cat,Domestic Short Hair,None,female,black,white,small,no,no,yes,2019-01-07,114,no,yes,yes,no,no,Available to foster,91017,"Beautiful, spunky, affectionate kitten seeking a loving owner and safe environment to call home. Good with other cats."
31697,Kopi,home,48,adult,ZlO61RGMh0OxJKP,dog,Mixed Breed,Mixed Breed,female,black,None,medium,no,no,yes,2019-02-15,75,no,no,no,no,yes,Adopted,0,"*PETALING JAYA* 哈咯 我叫Kopi。这个名字是附近其中一个常喂我食物的人帮我取的。 Hello guys, my name is Kopi. I am a female adult dog. This name was given by those dog lover who used to feed me. (English version below) 第一次见到我，你可能会觉得我有点害羞，但我非常喜欢亲近人。所以很多附近的上班族都会来陪我玩耍，喂我吃东西。我曾经有过很多一起陪伴我流浪的同伴。但是在生活条件艰难的情况下，"
31698,Small,shelter,6,baby,Yx4YroY44au4k39,dog,Mixed Breed,None,male,golden,None,small,yes,yes,yes,2019-01-21,100,no,no,yes,yes,no,Available to foster,91007,he is very kind and playful. Loves all people and gets along easily with the strangers
31699,Jam,foster home,2,baby,gwilM6mLHTGATUz,cat,Domestic Short Hair,None,male,black,white,medium,no,no,yes,2019-05-01,0,no,no,no,yes,no,Not available to foster,0,"Manja dan cool. Just like to sit around, enjoying the day. Very vocal and starting to wander around the yard. Found at shop nearby. Masa nampak, tengah duduk, macam tak bertenaga dan kurus. Tapi tak takut orang dan rileks je masa saya belai dia."
31700,Dolce Maria,foster home,2,baby,hE7WulT0EQUOYsx,dog,Mixed Breed,None,female,black,yellow,medium,no,no,yes,2019-04-23,8,no,yes,yes,yes,no,Not available to foster,0,Puppy Dolce Maria is one of 4 lovely puppies who were born on the territory of Embassy. Dolce Maria is very playful and likes to communicate with people :) As well she is toilet trained and already can take solid food. Puppy is waiting to be adopted by responsible pet lovers. Vaccinations is compulsory. No Cage Confinement. Please contact: tel:-
31701,Funky,shelter,4,baby,8v2GR1A7ERzdXuW,cat,Persian,Domestic Medium Hair,male,black,white,medium,no,yes,yes,2019-03-13,49,no,yes,yes,yes,no,Available to foster,91013,"Has straight-long-bushy black with lightly white striped tail, strong, active and playful. Doesn't prefer to snuggle/sleep on sofa or bed. He prefers the cool tiled floor and only sharp his claws on the scratching post. You need not worry about your sofa being scratched by Funky. Completed 3X vaccination, dewormed and toilet-trained. A very well-behave cat indeed."
31702,Honey,shelter,2,baby,27jmcinKCIJVgD7,cat,Domestic Short Hair,None,female,brown,None,small,no,no,yes,2019-03-12,50,no,yes,no,yes,no,Pending,91007,"honey was found outside a friend's apartment, mother was not seen, my friend wanna let go of honey at a local restaurant but i volunteer to foster her and find her a home.. she is sweet, not a chatty kitty, able to eat/drink on her own.. :)"
31703,Little White,foster home,10,young,cxKlRZA30mch5bQ,dog,Jack Russell Terrier,None,female,brown,white,small,no,yes,yes,2019-02-14,76,no,yes,yes,yes,yes,Not available to foster,0,"Given by relative. Currently I'm working in outstation,no time to take care of it.need to find a petlover who can give it a home. Prefer Muar adopter Wechat ID: sgline"
31704,"""Pumpkin"" - Applehead Chihuahua",shelter,60,adult,Htf4gYZSs7soY87,dog,Chihuahua,None,female,black,white,small,no,yes,no,2019-01-15,106,no,yes,yes,yes,yes,Pending,91002,"Quiet loving adult Chihuahua looking for a good home! Dog's Name: ""Pumpkin"" Age: 5 years old Sex: Female Breed: Purebred Chihuahua Coat Type: Short Hair Size: Approx. 2.5kgs Adoption Fee*: RM *Adoption fee will be refunded upon proof of spaying. Quiet well behaved adult chihuahua. House trained to potty in a tray. She is looking for a new home that will love her and be kind to her. Prefer adult home or home without young children. ""Pumpkin"" has suffered an eye injury when she was a puppy. Does "
31705,Fatty,foster home,5,baby,EUubsnQi6mf8qy7,cat,Domestic Short Hair,None,male,black,white,medium,no,no,yes,2019-03-18,44,no,no,no,yes,no,Not available to foster,0,Eats a lot. Has a unique voice (sounds like a horn). Very 'manja'.
31706,Yeo Chi,foster home,36,adult,QU17tAZczbYE1pQ,cat,Domestic Short Hair,None,female,brown,gray,medium,yes,no,yes,2019-02-10,80,no,no,yes,yes,no,Not available to foster,0,"Hi there, i'm looking for cat lover who would take care of yeo chi forever and responsibility person. She is such a lovely cat ever! She's a bit shy cat though once a time when she knows you, she will become very adorable. She is such a mama girl! You would love her so much! Btw reason why i give away her, i'm going back my country soon. It is not good reason for excuess but i have no choice.. So i hope i can find a nice and responsibility person. Also i prefer to looking for family or working "
31707,GentleTabby Kitten Looking For Home,home,5,baby,vceUSkJsd8GyB8X,cat,Domestic Short Hair,None,female,black,yellow,medium,no,no,yes,2019-03-17,45,no,no,no,yes,yes,Adopted,0,"Tabby cute kitten up for adoption! Rescued her from the street when she was a baby and now She is 5 months old, healthy and ready for adoption! She is absolutely gentle, manja and loves cuddles! Her hobby is to eat and snuggle up with you :) You will fall in love with her at first sight! Please give her a forever home:)"
31708,Kitten RA15,home,2,baby,hRVaa5d1sFSl56M,cat,Domestic Short Hair,None,female,cream,white,medium,no,no,yes,2019-05-01,0,no,no,no,yes,no,Adopted,0,Female-2 1/2mths+. Done 2nd dewormed. very playful and active. open for married couple or still looking suitable adopter for her. open for Malaysian citizen only. Hope an animal lover can give her a good home.Adopted by Shah from Batu Caves on 7/2/18
31709,BiangPang,home,6,baby,PyTj3tIUAJ906tr,dog,Mixed Breed,None,female,brown,white,medium,no,no,yes,2019-04-01,30,no,yes,no,yes,yes,Adopted,0,"BiangPang is one strange dog.. in terms of her 'facial hair' - its white thus make her look old! Tsk tsk tsk poor girl.. but nevertheless she is one gorgeous dog! Happy, active, good guard dog and loves playing run around and hide and seek. Whatsapp me at if you are ready to be loved by BiangPang. For serious adopter only purlease~~~~"
31710,1 Month Old Puppy,home,1,baby,K7c3aTsfBlEX81H,dog,Mixed Breed,Mixed Breed,female,black,yellow,small,no,no,yes,2019-03-05,57,no,no,no,yes,yes,Adopted,0,"To All Kind Hearted, Hi. I came across a litter of 4 pups nearby my office area. They are about 6-7 weeks old & start roaming around. Fearing that they may be run over by moving vehicle or else they will become an addition to the bunch of stray dogs in the area, I have decided to help them look for a home. Gosh!! It was a tough mission for the dogma has always been around to guard her pups. However, after more than a week of waiting patiently, i managed to catch one of the pups. Please help spr"
31711,Cherry,home,1,baby,lRdhlgMTOj7JAJE,dog,Mixed Breed,None,female,brown,None,medium,no,yes,yes,2019-03-26,36,no,yes,yes,no,yes,Adopted,0,We are looking for serious and responsible adopter to give this sweet puppy a great home.
31712,Kuro Kuro (temporarily Name),home,6,baby,UBHi7noxVV1he4h,dog,Poodle,None,male,black,None,medium,no,no,no,2019-03-22,40,no,no,yes,yes,no,Adopted,0,"This black male poodle came to my aunt's house 2 weeks ago. Unfortunately, my aunt cannot take him in so sent to my house. Now ny mum is taking care of him. My mum had sent h for grooming (was very dirty and badly groomed). We cannot locate the poodle's owner. We had searched around my aunt's house area but no one lost a dog. Now we are looking for new owner for him. We cannot take care of him for long as we have our own dogs and cannot take care so many dogs. We are not sure how old is this po"
31713,Saffi,shelter,4,baby,kuKUEsa0lDzjCV8,dog,Mixed Breed,None,female,brown,None,medium,yes,yes,yes,2019-03-26,36,no,yes,yes,yes,yes,Available to foster,91014,"They were rescue near a wet market. According to the foreign worker they were dumped to the market while still the young puppies. Two foreign workers feed them for the past 3 months. Unfortunately the workers are going back to their home country soon. Therefore, we rescued them and hope they find a good home rather than become strays and keep multiply because they are both female and not spay. Interested to adopt pls call."
31714,*golden Eyes- Blackie*,shelter,1,baby,hMhDP6E0D5rXFr1,cat,Domestic Medium Hair,None,male,black,None,medium,no,no,yes,2019-03-24,38,no,yes,yes,no,yes,Available to foster,91021,Golden eyes and shiny Black fur - Bring it home and give it love and care..
31715,Isabelle,foster home,96,senior,xauyHOKT8KcytRd,dog,Cavalier King Charles Spaniel,None,female,brown,white,small,no,yes,yes,2019-03-07,55,no,no,yes,no,yes,Not available to foster,0,*Terms and condition Our adoption policy are as follow: - Owner must bring pets back to our store to be neutered at 6 months of age - Owner should keep in touch with rescuer for the benefit of the pets - Pets must be kept indoors - All adoption is FREE * This darling had been bred countless times and she needs a caring home and a loving friend.
